# sweep_type: output
# time: 1675794293.5037167
# time_str: 07/02/2023 13:24
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
4.000000000000000000e+00,6.772581120000000128e-05,6.772440000000000502e-05,1.411200000000000049e-09
4.100000000000000533e+00,6.776362517999999469e-05,6.776250000000000047e-05,1.125180000000000037e-09
4.200000000000000178e+00,6.734859812000000003e-05,6.734729999999999807e-05,1.298120000000000063e-09
4.299999999999999822e+00,6.727648402000000805e-05,6.727530000000000283e-05,1.184020000000000012e-09
4.400000000000000355e+00,6.783533609999999416e-05,6.777519999999999443e-05,6.013609999999999544e-08
4.500000000000000000e+00,6.812794569999999295e-05,6.807179999999999427e-05,5.614570000000000227e-08
4.600000000000000533e+00,6.800372580000000884e-05,6.794890000000000261e-05,5.482579999999999983e-08
4.700000000000000178e+00,6.866079170000000164e-05,6.860990000000000187e-05,5.089170000000000036e-08
4.800000000000000711e+00,6.795830499999998969e-05,6.791079999999999361e-05,4.750500000000000087e-08
4.900000000000000355e+00,6.864379949999999011e-05,6.859719999999999436e-05,4.659949999999999981e-08
5.000000000000000000e+00,6.845582890000001064e-05,6.841080000000000576e-05,4.502890000000000029e-08
5.100000000000000533e+00,6.889379429999999257e-05,6.885139999999999609e-05,4.239429999999999866e-08
5.200000000000000178e+00,6.829917209999999993e-05,6.825819999999999642e-05,4.097210000000000330e-08
5.300000000000000711e+00,6.854433259999999069e-05,6.850399999999999328e-05,4.033259999999999946e-08
5.400000000000000355e+00,6.880021050000000450e-05,6.876240000000000423e-05,3.781049999999999966e-08
5.500000000000000000e+00,6.901895010000001275e-05,6.898270000000000617e-05,3.625010000000000244e-08
5.600000000000000533e+00,6.869972559999999349e-05,6.866499999999999394e-05,3.472560000000000094e-08
5.700000000000000178e+00,6.958291040000000132e-05,6.955039999999999736e-05,3.251039999999999973e-08
5.800000000000000711e+00,6.872122729999999725e-05,6.869039999999999543e-05,3.082729999999999838e-08
5.900000000000000355e+00,6.917513609999999106e-05,6.914369999999999327e-05,3.143610000000000314e-08
6.000000000000000000e+00,6.929905399999998928e-05,6.927079999999999414e-05,2.825399999999999942e-08
6.100000000000000533e+00,6.952617090000000094e-05,6.949959999999999439e-05,2.657090000000000137e-08
6.200000000000000178e+00,6.938646299999999588e-05,6.935979999999999956e-05,2.666299999999999861e-08
6.300000000000000711e+00,6.930883280000000332e-05,6.928350000000000166e-05,2.533279999999999838e-08
6.400000000000000355e+00,6.943461810000000180e-05,6.941060000000000253e-05,2.401809999999999919e-08
6.500000000000000000e+00,6.946015110000000039e-05,6.943600000000000401e-05,2.415110000000000111e-08
6.600000000000000533e+00,6.992881399999999865e-05,6.990629999999999847e-05,2.251399999999999897e-08
6.700000000000000178e+00,6.966456899999999217e-05,6.964359999999999843e-05,2.096900000000000069e-08
6.800000000000000711e+00,7.026175919999999640e-05,7.024099999999999376e-05,2.075919999999999838e-08
6.900000000000000355e+00,7.013014210000000114e-05,7.010969999999999724e-05,2.044210000000000078e-08
7.000000000000000000e+00,6.990842499999999128e-05,6.988939999999999530e-05,1.902499999999999996e-08
7.100000000000000533e+00,6.989084689999999528e-05,6.987239999999999868e-05,1.844690000000000089e-08
7.200000000000000178e+00,7.025153520000000217e-05,7.023249999999999545e-05,1.903519999999999895e-08
7.300000000000000711e+00,7.052929629999999967e-05,7.051220000000000567e-05,1.709629999999999937e-08
7.400000000000000355e+00,7.044373909999999603e-05,7.042739999999999591e-05,1.633910000000000037e-08
7.500000000000000000e+00,7.046105120000001137e-05,7.044440000000000608e-05,1.665119999999999891e-08
7.600000000000000533e+00,7.131240049999999645e-05,7.129600000000000314e-05,1.640049999999999853e-08
7.700000000000000178e+00,7.081506349999999576e-05,7.080029999999999364e-05,1.476350000000000015e-08
7.800000000000000711e+00,7.108205040000000472e-05,7.106720000000000289e-05,1.485040000000000075e-08
7.900000000000000355e+00,7.055190809999999123e-05,7.053759999999999360e-05,1.430810000000000025e-08
8.000000000000000000e+00,7.138124909999999919e-05,7.136799999999999839e-05,1.324910000000000050e-08
8.099999999999999645e+00,7.127885340000000413e-05,7.126629999999999901e-05,1.255340000000000010e-08
8.200000000000001066e+00,7.194850920000000528e-05,7.193570000000000313e-05,1.280919999999999998e-08
8.300000000000000711e+00,7.175614649999999272e-05,7.174499999999999834e-05,1.114649999999999992e-08
8.400000000000000355e+00,7.143818049999999984e-05,7.142729999999999967e-05,1.088049999999999939e-08
8.500000000000000000e+00,7.239129629999998964e-05,7.238059999999999611e-05,1.069629999999999997e-08
8.599999999999999645e+00,7.225926200000001073e-05,7.224920000000000615e-05,1.006199999999999937e-08
8.700000000000001066e+00,7.275230682000000029e-05,7.274490000000000210e-05,7.406820000000000278e-09
8.800000000000000711e+00,7.172173112999999389e-05,7.171959999999999685e-05,2.131129999999999857e-09
8.900000000000000355e+00,7.225067003999999986e-05,7.224920000000000615e-05,1.470040000000000023e-09
9.000000000000000000e+00,7.285644365999999542e-05,7.285509999999999979e-05,1.343660000000000094e-09
9.099999999999999645e+00,7.342421427000001130e-05,7.342280000000000453e-05,1.414269999999999915e-09
9.200000000000001066e+00,7.310640967000000504e-05,7.310499999999999887e-05,1.409669999999999951e-09
9.300000000000000711e+00,7.377979755000000023e-05,7.377870000000000565e-05,1.097549999999999999e-09
9.400000000000000355e+00,7.389426816000000471e-05,7.389309999999999900e-05,1.168160000000000028e-09
9.500000000000000000e+00,7.277997634000000636e-05,7.277880000000000189e-05,1.176340000000000096e-09
9.600000000000001421e+00,7.386443153999999245e-05,7.386339999999999486e-05,1.031539999999999935e-09
9.700000000000001066e+00,7.420339498999999821e-05,7.420229999999999936e-05,1.094989999999999959e-09
9.800000000000000711e+00,7.427564235000000306e-05,7.427440000000000160e-05,1.242349999999999954e-09
9.900000000000000355e+00,7.482627225000000127e-05,7.482509999999999617e-05,1.172249999999999959e-09
1.000000000000000000e+01,7.520332517999999734e-05,7.520220000000000312e-05,1.125180000000000037e-09
