# sweep_type: output
# time: 1675794574.2636578
# time_str: 07/02/2023 13:29
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 1) [A],Drain current (Vg = 1) [A],Gate current (Vg = 1) [A]
5.800000000000000711e+00,6.960940469999999682e-05,6.959890000000000206e-05,1.050470000000000075e-08
5.900000000000000355e+00,6.884618479999999392e-05,6.883609999999999642e-05,1.008479999999999975e-08
6.000000000000000000e+00,6.945705310000000593e-05,6.944639999999999971e-05,1.065309999999999995e-08
6.100000000000000533e+00,7.026613059999999294e-05,7.025579999999999911e-05,1.033059999999999987e-08
6.200000000000000178e+00,6.958865465999999607e-05,6.958199999999999889e-05,6.654659999999999848e-09
6.300000000000000711e+00,6.966074100000000085e-05,6.965829999999999678e-05,2.441000000000000153e-09
6.400000000000000355e+00,6.987614921000000721e-05,6.987440000000000307e-05,1.749210000000000001e-09
6.500000000000000000e+00,6.921056281999999281e-05,6.920899999999999416e-05,1.562819999999999986e-09
6.600000000000000533e+00,7.033388095999999626e-05,7.033209999999999701e-05,1.780960000000000021e-09
6.700000000000000178e+00,7.020631805999999378e-05,7.020499999999999614e-05,1.318060000000000099e-09
6.800000000000000711e+00,7.013824922999999881e-05,7.013719999999999655e-05,1.049229999999999902e-09
6.900000000000000355e+00,6.951955214999999363e-05,6.951839999999999496e-05,1.152149999999999997e-09
7.000000000000000000e+00,7.040201750000000581e-05,7.035760000000000549e-05,4.441750000000000052e-08
7.100000000000000533e+00,6.974319490000000139e-05,6.970060000000000144e-05,4.259489999999999981e-08
7.200000000000000178e+00,6.977310990000000024e-05,6.973030000000000558e-05,4.280989999999999875e-08
7.300000000000000711e+00,7.001140069999999980e-05,6.996769999999999758e-05,4.370069999999999903e-08
7.400000000000000355e+00,7.035243510000000833e-05,7.031090000000000473e-05,4.153509999999999981e-08
7.500000000000000000e+00,7.061441589999999818e-05,7.057369999999999822e-05,4.071589999999999999e-08
7.600000000000000533e+00,7.020052899999999914e-05,7.015840000000000238e-05,4.212899999999999959e-08
7.700000000000000178e+00,7.033259449999999975e-05,7.028980000000000590e-05,4.279449999999999982e-08
7.800000000000000711e+00,7.087801460000000945e-05,7.083650000000000526e-05,4.151460000000000303e-08
7.900000000000000355e+00,7.016170250000000640e-05,7.011600000000000428e-05,4.570250000000000177e-08
8.000000000000000000e+00,7.049766470000001057e-05,7.045080000000000656e-05,4.686470000000000010e-08
8.099999999999999645e+00,7.048505679999999282e-05,7.043809999999999904e-05,4.695679999999999733e-08
8.200000000000001066e+00,7.104297030000000345e-05,7.099329999999999671e-05,4.967029999999999711e-08
8.300000000000000711e+00,7.143604119999999371e-05,7.138740000000000027e-05,4.864120000000000280e-08
8.400000000000000355e+00,7.174564090000000699e-05,7.169680000000000107e-05,4.884090000000000161e-08
8.500000000000000000e+00,7.126551029999999946e-05,7.121370000000000564e-05,5.181030000000000171e-08
8.599999999999999645e+00,7.141660239999999508e-05,7.136619999999999444e-05,5.040239999999999875e-08
8.700000000000001066e+00,7.273053040000000626e-05,7.268000000000000209e-05,5.053039999999999830e-08
8.800000000000000711e+00,7.242721710000000828e-05,7.237490000000000394e-05,5.231709999999999669e-08
8.900000000000000355e+00,7.308894689999999436e-05,7.303599999999999665e-05,5.294689999999999880e-08
9.000000000000000000e+00,7.328713829999999711e-05,7.323519999999999976e-05,5.193830000000000127e-08
9.099999999999999645e+00,7.351474109999999980e-05,7.345989999999999779e-05,5.484109999999999997e-08
9.200000000000001066e+00,7.361060519999999981e-05,7.355729999999999452e-05,5.330519999999999745e-08
9.300000000000000711e+00,7.336390419999999819e-05,7.331149999999999765e-05,5.240420000000000149e-08
9.400000000000000355e+00,7.409076229999999631e-05,7.403630000000000128e-05,5.446229999999999793e-08
9.500000000000000000e+00,7.388679129999998877e-05,7.383279999999999552e-05,5.399129999999999987e-08
9.600000000000001421e+00,7.482188610000000946e-05,7.476940000000000279e-05,5.248610000000000304e-08
9.700000000000001066e+00,7.419277459999999735e-05,7.413800000000000067e-05,5.477459999999999736e-08
9.800000000000000711e+00,7.520051960000000103e-05,7.514660000000000317e-05,5.391960000000000062e-08
9.900000000000000355e+00,7.524148099999999580e-05,7.518900000000000128e-05,5.248099999999999858e-08
1.000000000000000000e+01,7.565882639999999893e-05,7.560440000000000411e-05,5.442640000000000222e-08
