# sweep_type: output
# time: 1675794737.6713588
# time_str: 07/02/2023 13:32
# t_int: 1.6666666666666667e-05
# delay: 0.1
# pulsed: False
# Drain voltage [V],Source current (Vg = 4) [A],Drain current (Vg = 4) [A],Gate current (Vg = 4) [A],Source current (Vg = 5) [A],Drain current (Vg = 5) [A],Gate current (Vg = 5) [A]
1.700000000000000178e+00,2.976406683310000179e-03,2.976410000000000080e-03,-3.316690000000000052e-09,3.994163968689999969e-03,3.994160000000000071e-03,3.968690000000000282e-09
1.800000000000000044e+00,3.068066865489999916e-03,3.068069999999999999e-03,-3.134510000000000170e-09,4.146504038809999994e-03,4.146500000000000012e-03,4.038809999999999622e-09
1.900000000000000133e+00,3.153707137240000132e-03,3.153710000000000107e-03,-2.862760000000000152e-09,4.296264191329999746e-03,4.296259999999999663e-03,4.191330000000000249e-09
2.000000000000000000e+00,3.224287365989999751e-03,3.224289999999999882e-03,-2.634010000000000089e-09,4.430964303419999972e-03,4.430960000000000280e-03,4.303419999999999600e-09
2.100000000000000089e+00,3.291847634889999603e-03,3.291849999999999811e-03,-2.365109999999999911e-09,4.561354460549999282e-03,4.561349999999999606e-03,4.460549999999999863e-09
2.200000000000000178e+00,3.342629776874000199e-03,3.342630000000000080e-03,-2.231260000000000006e-10,4.678834598740000059e-03,4.678830000000000142e-03,4.598740000000000190e-09
2.300000000000000266e+00,3.386519788066000205e-03,3.386520000000000068e-03,-2.119339999999999942e-10,4.789434729250000196e-03,4.789429999999999903e-03,4.729249999999999980e-09
2.400000000000000355e+00,3.421379800762000111e-03,3.421379999999999907e-03,-1.992380000000000103e-10,4.887984881780000311e-03,4.887980000000000103e-03,4.881779999999999659e-09
2.500000000000000000e+00,3.456669817298999633e-03,3.456669999999999795e-03,-1.827010000000000084e-10,4.982655028670000298e-03,4.982649999999999926e-03,5.028669999999999758e-09
2.600000000000000089e+00,3.482059832834999771e-03,3.482059999999999930e-03,-1.671650000000000116e-10,5.071305171979999596e-03,5.071299999999999940e-03,5.171980000000000166e-09
2.700000000000000178e+00,3.500129849706000267e-03,3.500130000000000168e-03,-1.502939999999999879e-10,5.140165310690000128e-03,5.140160000000000388e-03,5.310689999999999990e-09
2.800000000000000266e+00,3.517779867913999742e-03,3.517779999999999865e-03,-1.320859999999999976e-10,5.210305415610000553e-03,5.210300000000000174e-03,5.415610000000000079e-09
2.900000000000000355e+00,3.530259884619000015e-03,3.530259999999999908e-03,-1.153810000000000020e-10,5.259795498520000723e-03,5.259790000000000298e-03,5.498520000000000157e-09
3.000000000000000000e+00,3.537999900154099701e-03,3.537999999999999912e-03,-9.984589999999999484e-11,5.308425583490000536e-03,5.308420000000000326e-03,5.583490000000000124e-09
3.100000000000000089e+00,3.551339919364300112e-03,3.551340000000000052e-03,-8.063570000000000466e-11,5.359205743179999877e-03,5.359199999999999728e-03,5.743180000000000014e-09
3.200000000000000178e+00,3.561239935901899713e-03,3.561239999999999805e-03,-6.409810000000000533e-11,5.391055798449999326e-03,5.391049999999999662e-03,5.798450000000000382e-09
3.300000000000000266e+00,3.569419954611099694e-03,3.569419999999999798e-03,-4.538890000000000262e-11,5.423325894679999898e-03,5.423319999999999703e-03,5.894679999999999749e-09
3.400000000000000355e+00,3.574579968141799839e-03,3.574579999999999945e-03,-3.185820000000000172e-11,5.440545957120000199e-03,5.440539999999999786e-03,5.957120000000000207e-09
3.500000000000000000e+00,3.584049985681500138e-03,3.584050000000000083e-03,-1.431850000000000043e-11,5.465506088649999851e-03,5.465499999999999872e-03,6.088650000000000062e-09
3.600000000000000089e+00,3.579749997040750000e-03,3.579750000000000033e-03,-2.959249999999999937e-12,5.490036177709999715e-03,5.490029999999999910e-03,6.177710000000000166e-09
3.700000000000000178e+00,3.594810016084599730e-03,3.594809999999999933e-03,1.608460000000000035e-11,5.499926250390000000e-03,5.499920000000000156e-03,6.250389999999999961e-09
3.800000000000000266e+00,3.597390027611099828e-03,3.597389999999999789e-03,2.761110000000000056e-11,5.519296375789999737e-03,5.519289999999999613e-03,6.375790000000000376e-09
3.900000000000000355e+00,3.602990034961499766e-03,3.602989999999999925e-03,3.496150000000000123e-11,5.526176460750000484e-03,5.526170000000000387e-03,6.460749999999999636e-09
4.000000000000000000e+00,3.609440047657599872e-03,3.609439999999999784e-03,4.765759999999999759e-11,5.538226566699999687e-03,5.538219999999999948e-03,6.566699999999999668e-09
4.100000000000000533e+00,3.614170063527599730e-03,3.614169999999999883e-03,6.352759999999999681e-11,5.548126627610000007e-03,5.548120000000000135e-03,6.627609999999999616e-09
4.200000000000000178e+00,3.612450077393100298e-03,3.612450000000000123e-03,7.739309999999999664e-11,5.556736706940000083e-03,5.556730000000000176e-03,6.706940000000000002e-09
4.299999999999999822e+00,3.617190096103000286e-03,3.617190000000000162e-03,9.610299999999999632e-11,5.563186747370000435e-03,5.563180000000000035e-03,6.747369999999999624e-09
4.400000000000000355e+00,3.622780113309000127e-03,3.622779999999999924e-03,1.133089999999999987e-10,5.568786800599999538e-03,5.568779999999999737e-03,6.800599999999999863e-09
4.500000000000000000e+00,3.628810132186000102e-03,3.628810000000000108e-03,1.321860000000000024e-10,5.573086842060000386e-03,5.573080000000000221e-03,6.842060000000000256e-09
4.600000000000000533e+00,3.640860150729000131e-03,3.640860000000000103e-03,1.507289999999999972e-10,5.581696884029999951e-03,5.581690000000000262e-03,6.884030000000000267e-09
4.700000000000000178e+00,3.642580166431999989e-03,3.642579999999999863e-03,1.664320000000000049e-10,5.587286884029999713e-03,5.587280000000000024e-03,6.884030000000000267e-09
4.800000000000000711e+00,3.644730183806000039e-03,3.644730000000000105e-03,1.838060000000000010e-10,5.598476927020000493e-03,5.598470000000000356e-03,6.927020000000000343e-09
4.900000000000000355e+00,3.650320202015000081e-03,3.650319999999999867e-03,2.020149999999999998e-10,5.608376899379999281e-03,5.608369999999999675e-03,6.899379999999999805e-09
5.000000000000000000e+00,3.655060220724999816e-03,3.655059999999999906e-03,2.207250000000000055e-10,5.612246819540000521e-03,5.612240000000000111e-03,6.819539999999999800e-09
5.100000000000000533e+00,3.656780240103000082e-03,3.656780000000000100e-03,2.401030000000000031e-10,5.612036764259999838e-03,5.612029999999999623e-03,6.764260000000000379e-09
5.200000000000000178e+00,3.658500258645999877e-03,3.658499999999999860e-03,2.586459999999999979e-10,5.615906292360000295e-03,5.615900000000000059e-03,6.292359999999999972e-09
5.300000000000000711e+00,3.666240279025999652e-03,3.666239999999999864e-03,2.790259999999999834e-10,5.626236213030000495e-03,5.626230000000000293e-03,6.213030000000000412e-09
5.400000000000000355e+00,3.670120298737999855e-03,3.670119999999999806e-03,2.987379999999999769e-10,5.626666143420000488e-03,5.626660000000000342e-03,6.143419999999999864e-09
5.500000000000000000e+00,3.670120316946999701e-03,3.670119999999999806e-03,3.169470000000000016e-10,5.636556053850000012e-03,5.636549999999999720e-03,6.053850000000000141e-09
5.600000000000000533e+00,3.668830330812999918e-03,3.668830000000000095e-03,3.308129999999999928e-10,5.636555954050000150e-03,5.636549999999999720e-03,5.954050000000000134e-09
5.700000000000000178e+00,3.678720349857000048e-03,3.678719999999999907e-03,3.498569999999999945e-10,5.649885903380000469e-03,5.649880000000000353e-03,5.903380000000000350e-09
5.800000000000000711e+00,3.680020364389999937e-03,3.680019999999999993e-03,3.643900000000000207e-10,5.644725787939999448e-03,5.644719999999999772e-03,5.787940000000000177e-09
5.900000000000000355e+00,3.683460378757000102e-03,3.683459999999999946e-03,3.787570000000000188e-10,5.647305033510000363e-03,5.647300000000000063e-03,5.033509999999999920e-09
6.000000000000000000e+00,3.684750395629000138e-03,3.684750000000000091e-03,3.956289999999999994e-10,5.651604923539999860e-03,5.651599999999999679e-03,4.923539999999999730e-09
6.100000000000000533e+00,3.692930413170000033e-03,3.692930000000000084e-03,4.131699999999999805e-10,5.661934819190000100e-03,5.661929999999999914e-03,4.819190000000000188e-09
6.200000000000000178e+00,3.694650428538999703e-03,3.694649999999999844e-03,4.285389999999999922e-10,5.664514768560000198e-03,5.664510000000000205e-03,4.768559999999999919e-09
6.300000000000000711e+00,3.698520443071999942e-03,3.698519999999999846e-03,4.430720000000000184e-10,5.667954624829999594e-03,5.667949999999999725e-03,4.624829999999999631e-09
6.400000000000000355e+00,3.698950460612999893e-03,3.698949999999999894e-03,4.606129999999999995e-10,5.673544530210000020e-03,5.673540000000000354e-03,4.530209999999999807e-09
6.500000000000000000e+00,3.703250478152999778e-03,3.703249999999999945e-03,4.781529999999999721e-10,5.681284450929999924e-03,5.681280000000000358e-03,4.450929999999999642e-09
6.600000000000000533e+00,3.701960493688999636e-03,3.701959999999999799e-03,4.936889999999999689e-10,5.682574321519999992e-03,5.682569999999999635e-03,4.321519999999999776e-09
6.700000000000000178e+00,3.707130508223000030e-03,3.707129999999999887e-03,5.082229999999999520e-10,5.689454237120000757e-03,5.689450000000000410e-03,4.237120000000000357e-09
6.800000000000000711e+00,3.711000523424999847e-03,3.710999999999999889e-03,5.234249999999999787e-10,5.690754125619999770e-03,5.690749999999999628e-03,4.125619999999999656e-09
6.900000000000000355e+00,3.716160540296999885e-03,3.716160000000000036e-03,5.402969999999999593e-10,5.696774027930000261e-03,5.696770000000000306e-03,4.027929999999999759e-09
7.000000000000000000e+00,3.720040553159999989e-03,3.720039999999999979e-03,5.531599999999999799e-10,5.692903916419999807e-03,5.692899999999999870e-03,3.916420000000000006e-09
7.100000000000000533e+00,3.720470563349999923e-03,3.720470000000000027e-03,5.633500000000000243e-10,5.703223842769999941e-03,5.703220000000000164e-03,3.842770000000000369e-09
7.200000000000000178e+00,3.718750569864999640e-03,3.718749999999999833e-03,5.698649999999999755e-10,5.703653689840000596e-03,5.703650000000000213e-03,3.689840000000000154e-09
7.300000000000000711e+00,3.728640580222999934e-03,3.728640000000000079e-03,5.802230000000000135e-10,5.705803575779999810e-03,5.705799999999999587e-03,3.575779999999999826e-09
7.400000000000000355e+00,3.725630578718999979e-03,3.725630000000000174e-03,5.787190000000000361e-10,5.714833473989999919e-03,5.714829999999999736e-03,3.473989999999999912e-09
7.500000000000000000e+00,3.732090580890999772e-03,3.732089999999999973e-03,5.808909999999999537e-10,5.713543281669999571e-03,5.713539999999999591e-03,3.281669999999999898e-09
7.600000000000000533e+00,3.732520583731000190e-03,3.732520000000000022e-03,5.837310000000000184e-10,5.719993138970000043e-03,5.719990000000000317e-03,3.138969999999999966e-09
7.700000000000000178e+00,3.741120592251000101e-03,3.741120000000000122e-03,5.922510000000000055e-10,5.718272911360000425e-03,5.718270000000000124e-03,2.911360000000000170e-09
7.800000000000000711e+00,3.737680591582000136e-03,3.737680000000000169e-03,5.915819999999999533e-10,5.726022715970000183e-03,5.726020000000000068e-03,2.715970000000000083e-09
7.900000000000000355e+00,3.747150596760999864e-03,3.747149999999999873e-03,5.967610000000000240e-10,5.732472509839999820e-03,5.732469999999999927e-03,2.509840000000000093e-09
8.000000000000000000e+00,3.746290595258000219e-03,3.746290000000000210e-03,5.952579999999999518e-10,5.730322268419999268e-03,5.730319999999999685e-03,2.268419999999999907e-09
8.099999999999999645e+00,3.753600595592000363e-03,3.753600000000000166e-03,5.955920000000000253e-10,5.738062082239999903e-03,5.738059999999999689e-03,2.082240000000000039e-09
8.200000000000001066e+00,3.754460594254999638e-03,3.754459999999999829e-03,5.942550000000000329e-10,5.746231906799999754e-03,5.746229999999999741e-03,1.906800000000000074e-09
8.300000000000000711e+00,3.760060591916000120e-03,3.760059999999999965e-03,5.919160000000000268e-10,5.745801703749999281e-03,5.745799999999999692e-03,1.703750000000000036e-09
8.400000000000000355e+00,3.767370591916000076e-03,3.767369999999999920e-03,5.919160000000000268e-10,5.751391551840000574e-03,5.751390000000000322e-03,1.551840000000000092e-09
8.500000000000000000e+00,3.768670587572999810e-03,3.768670000000000006e-03,5.875729999999999933e-10,5.755261352359999916e-03,5.755259999999999890e-03,1.352360000000000074e-09
8.599999999999999645e+00,3.771680585735999978e-03,3.771679999999999911e-03,5.857359999999999510e-10,5.759991172310000365e-03,5.759990000000000422e-03,1.172310000000000060e-09
8.700000000000001066e+00,3.778560584899999780e-03,3.778559999999999818e-03,5.849000000000000171e-10,5.766020249626000599e-03,5.766020000000000173e-03,2.496260000000000125e-10
8.800000000000000711e+00,3.780290580890999751e-03,3.780289999999999952e-03,5.808909999999999537e-10,5.759560233934000149e-03,5.759560000000000374e-03,2.339340000000000216e-10
8.900000000000000355e+00,3.790180579555000109e-03,3.790180000000000198e-03,5.795549999999999699e-10,5.771180220411000102e-03,5.771179999999999886e-03,2.204110000000000002e-10
9.000000000000000000e+00,3.784590570367000160e-03,3.784590000000000003e-03,5.703670000000000426e-10,5.774620205387000216e-03,5.774620000000000274e-03,2.053870000000000012e-10
9.099999999999999645e+00,3.794060569531000193e-03,3.794060000000000141e-03,5.695310000000000054e-10,5.786660192698999880e-03,5.786659999999999894e-03,1.926990000000000084e-10
9.200000000000001066e+00,3.804810568696000064e-03,3.804810000000000050e-03,5.686959999999999767e-10,5.783650181514000434e-03,5.783650000000000423e-03,1.815140000000000103e-10
9.300000000000000711e+00,3.810840563349999696e-03,3.810839999999999800e-03,5.633500000000000243e-10,5.792250168157999334e-03,5.792249999999999656e-03,1.681579999999999998e-10
9.400000000000000355e+00,3.817720560343000006e-03,3.817720000000000141e-03,5.603429999999999747e-10,5.793110153134000025e-03,5.793109999999999753e-03,1.531340000000000008e-10
9.500000000000000000e+00,3.822890555665999987e-03,3.822889999999999795e-03,5.556659999999999711e-10,5.806880140613000785e-03,5.806880000000000375e-03,1.406129999999999931e-10
9.600000000000001421e+00,3.831500551823999959e-03,3.831499999999999836e-03,5.518239999999999961e-10,5.815050126590000194e-03,5.815050000000000427e-03,1.265899999999999992e-10
9.700000000000001066e+00,3.833220547480000167e-03,3.833220000000000030e-03,5.474799999999999540e-10,5.818920110229000402e-03,5.818919999999999995e-03,1.102289999999999949e-10
9.800000000000000711e+00,3.846560545142000288e-03,3.846560000000000170e-03,5.451419999999999565e-10,5.829680097207899994e-03,5.829680000000000278e-03,9.720789999999999578e-11
9.900000000000000355e+00,3.849140539295000177e-03,3.849140000000000027e-03,5.392950000000000490e-10,5.839140083184699188e-03,5.839139999999999608e-03,8.318470000000000278e-11
1.000000000000000000e+01,3.862050535786999955e-03,3.862050000000000118e-03,5.357870000000000441e-10,5.852040069829300521e-03,5.852040000000000193e-03,6.982930000000000256e-11
